Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,122,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,245,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,367,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,489,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,610,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,732,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,854,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,977,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1100,0
