Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,165,316
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,331,634
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,479,976
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,623,1309
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,781,1641
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,961,1956
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1108,2294
