Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,192,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,389,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,584,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,782,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,979,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1175,0
