Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,169,21
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,341,45
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,506,74
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,683,89
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,864,107
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1037,130
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1220,143
