Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,98,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,198,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,292,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,491,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,588,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,685,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,780,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,881,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,976,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1074,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1172,0
