Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,481,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,966,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1450,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1943,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,2430,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2923,0
