Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,187,299
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,367,604
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,556,908
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,740,1207
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,927,1506
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1126,1798
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1318,2098
