Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,66,127
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,128,263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,198,389
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,268,510
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,343,632
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,400,768
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,462,902
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,525,1035
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,598,1158
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,656,1294
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,716,1428
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,786,1557
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,858,1677
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,921,1809
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,988,1937
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1051,2070
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1120,2194
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1176,2333
