Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,194,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,589,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,785,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,978,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1177,0
