Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,82,41
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,166,78
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,247,118
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,326,161
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,405,203
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,486,242
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,564,286
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,652,322
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,728,369
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,805,413
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,885,453
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,968,493
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1057,530
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1138,574
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1214,621
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1291,663
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1367,705
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1443,754
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1521,797
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1602,841
