Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,179,305
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,359,612
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,533,930
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,702,1251
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,869,1568
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1047,1876
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1211,2197
