Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,183,12
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,366,22
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,544,42
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,724,55
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,903,75
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1081,90
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1253,113
