Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,179,306
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,362,605
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,552,908
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,727,1222
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,922,1521
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1103,1827
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1300,2124
