Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,191,297
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,376,599
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,568,893
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,758,1196
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,934,1504
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1118,1811
