Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,184,280
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,15,373,577
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,13,554,886
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,743,1175
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,928,1468
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,184,279
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,13,370,574
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,558,860
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,14,748,1156
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,16,930,1453
