Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,168,24
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,350,41
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,527,60
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,711,73
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,890,91
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1072,102
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1257,113
