Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,482,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,970,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1459,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1948,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,190,296
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,372,601
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,559,903
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,753,1197
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,932,1498
