Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,179,300
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,341,629
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,487,968
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,646,1302
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,802,1639
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,948,1984
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1109,2309
