Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,69,29
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,138,56
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,203,89
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,270,121
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,333,154
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,407,177
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,474,209
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,546,236
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,609,270
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,679,297
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,742,334
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,812,364
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,879,394
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,944,428
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1005,465
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1073,496
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1136,530
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1201,562
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1271,592
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1330,632
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1394,665
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1451,703
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1513,741
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1583,770
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1645,807
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1709,842
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1777,873
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1838,912
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1903,945
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1957,989
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,2024,1019
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,2096,1045
