Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,70,28
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,141,54
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,196,97
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,254,139
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,312,180
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,384,206
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,456,231
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,523,261
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,594,288
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,658,321
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,730,350
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,799,381
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,866,411
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,932,441
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,999,473
