Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,88,33
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,167,77
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,250,117
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,336,154
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,420,192
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,500,233
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,580,274
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,664,313
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,742,359
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,822,402
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,902,443
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,976,493
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1054,537
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1145,571
