Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,2,252,58
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,2,507,129
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,5,745,214
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,3,999,281
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,318,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,646,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,968,0
