Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,97,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,192,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,293,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,490,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,589,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,684,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,778,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,878,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,974,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1071,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1169,0
