Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,98,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,198,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,296,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,395,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,492,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,589,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,688,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,785,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,884,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,981,0
