Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,181,304
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,360,610
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,537,916
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,720,1221
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,904,1524
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1089,1826
