Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,137,55
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,274,115
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,406,184
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,541,243
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,671,310
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,813,365
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,937,434
