Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,193,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,391,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,581,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,777,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,974,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1171,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1366,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1562,0
