Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,56,65
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,99,147
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,143,226
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,184,307
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,234,379
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,269,467
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,322,539
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,369,612
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,409,692
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,452,772
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,496,851
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,538,933
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,583,1008
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,616,1097
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,657,1178
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,703,1256
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,752,1328
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,791,1408
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,831,1491
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,874,1571
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,908,1661
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,951,1740
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,997,1816
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1034,1905
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1073,1991
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1117,2068
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1151,2157
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1196,2236
