Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,180,14
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,358,34
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,534,55
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,702,82
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,879,104
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1051,133
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1228,150
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1402,171
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1574,197
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1750,217
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1924,238
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2098,255
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2268,279
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2444,299
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,2619,323
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,2789,343
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,2963,364
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,3136,390
