Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,205,281
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,401,569
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,588,869
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,791,1153
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,985,1447
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1179,1738
