Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,130,63
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,265,123
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,390,192
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,519,258
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,637,334
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,769,402
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,899,465
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1026,533
