Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,95,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,195,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,291,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,387,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,485,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,585,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,684,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,783,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,879,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,977,0
