Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,139,346
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,289,686
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,431,1037
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,579,1380
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,1,715,1726
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,860,2072
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1013,2405
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,1153,2755
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,1288,3105
