Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,30,65
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,55,137
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,88,199
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,124,259
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,164,319
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,193,386
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,219,458
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,245,530
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,275,598
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,298,671
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,336,733
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,368,801
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,403,865
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,436,932
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,463,1002
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,499,1064
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,536,1123
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,574,1184
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,614,1243
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,647,1310
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,675,1382
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,708,1445
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,742,1508
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,773,1574
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,805,1639
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,840,1703
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,873,1765
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,901,1838
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,935,1900
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,961,1971
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,989,2043
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1016,2116
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1052,2178
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1090,2240
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1120,2307
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1149,2374
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1178,2446
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1212,2510
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1232,2588
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1263,2655
