Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,41,56
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,69,126
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,104,187
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,141,248
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,170,320
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,211,378
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,244,441
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,286,497
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,323,559
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,357,623
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,389,686
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,416,759
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,443,830
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,477,893
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,498,970
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,537,1027
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,567,1094
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,607,1150
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,639,1216
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,675,1279
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,709,1343
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,744,1407
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,783,1467
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,815,1533
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,847,1601
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,866,1679
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,898,1745
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,933,1807
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,968,1869
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,997,1939
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1036,1997
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1063,2070
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1093,2138
