Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,129,66
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,257,136
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,393,195
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,525,259
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,667,315
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,800,381
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,925,448
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1056,515
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1190,575
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1323,640
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1448,706
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1581,770
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1710,833
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1845,896
