Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,320,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,646,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,970,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,322,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,650,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,972,0
