Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,352,135
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,705,266
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1035,417
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1385,552
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1714,713
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,2055,857
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2403,1001
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2739,1148
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,3082,1290
