Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,64,128
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,130,256
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,187,394
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,249,530
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,305,670
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,370,801
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,1,427,937
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,497,1065
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,557,1201
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,620,1337
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,697,1453
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,768,1578
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,833,1706
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,896,1837
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,966,1963
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1040,2088
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1106,2220
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1167,2356
