Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,36,62
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,65,131
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,92,202
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,129,263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,163,325
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,207,377
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,238,445
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,281,502
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,319,561
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,353,624
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,387,688
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,423,749
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,462,808
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,492,876
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,530,937
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,563,1003
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,603,1062
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,641,1121
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,669,1192
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,699,1261
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,729,1331
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,764,1394
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,802,1454
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,835,1519
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,864,1588
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,891,1657
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,923,1724
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,964,1782
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,991,1852
