Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,20,189,268
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,20,356,581
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,20,534,876
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,18,709,1179
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,19,882,1485
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,18,1050,1788
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,20,1225,2089
