Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,66,130
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,124,265
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,193,390
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,253,525
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,317,657
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,377,793
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,434,928
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,497,1063
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,552,1204
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,620,1334
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,673,1472
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,733,1608
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,797,1742
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,862,1874
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,924,2009
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,994,2136
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1064,2263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1120,2400
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1186,2533
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1253,2663
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1325,2785
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1402,2906
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1474,3031
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1551,3152
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1617,3281
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1691,3405
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1754,3537
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1809,3675
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1867,3813
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1927,3947
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1988,4083
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,2051,4213
