Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,181,304
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,368,607
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,544,920
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,737,1210
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,913,1517
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1103,1820
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1284,2124
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1466,2435
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1651,2745
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1831,3056
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2013,3361
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2187,3672
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2372,3974
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2561,4275
