Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,51,47
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,121,77
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,185,111
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,254,140
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,322,170
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,392,197
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,465,221
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,535,249
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,590,293
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,652,329
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,719,361
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,791,387
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,851,424
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,923,449
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,987,482
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1048,520
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1111,556
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1175,590
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1241,621
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1308,650
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1385,672
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1453,701
