Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,1,142,342
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,287,680
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,427,1029
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,574,1368
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,708,1723
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,857,2056
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,1007,2397
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,1142,2748
