Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,60,132
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,133,257
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,191,396
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,266,512
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,323,650
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,399,771
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,468,899
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,526,1038
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,586,1174
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,656,1302
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,713,1440
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,773,1578
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,836,1711
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,903,1836
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,963,1974
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1039,2094
