Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,66,50
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,155,84
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,245,120
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,327,161
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,407,201
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,481,249
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,568,285
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,645,329
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,722,376
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,810,409
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,891,452
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,973,491
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1063,525
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1149,563
