Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,39,83
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,92,150
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,135,231
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,174,314
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,213,395
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,251,481
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,296,559
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,340,640
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,379,724
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,420,804
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,456,889
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,500,967
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,537,1054
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,574,1139
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,611,1226
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,655,1305
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,694,1388
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,733,1473
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,769,1557
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,805,1644
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,850,1720
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,889,1804
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,927,1889
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,970,1969
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1012,2050
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1055,2130
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1099,2210
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1136,2299
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1177,2379
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1221,2457
