Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,194,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,590,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,787,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,984,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1183,0
