Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,35,176,253
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,38,340,547
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,38,506,847
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,35,676,1144
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,39,841,1433
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,39,1001,1743
