Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,172,22
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,337,54
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,505,79
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,674,107
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,854,125
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1023,146
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1202,165
