Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,197,292
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,393,591
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,578,895
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,757,1204
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,953,1503
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1141,1797
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1330,2098
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1511,2399
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1700,2697
