Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,57,39
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,129,65
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,196,99
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,263,131
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,330,163
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,396,195
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,448,242
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,514,270
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,574,307
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,631,347
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,695,380
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,760,415
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,822,451
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,889,482
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,950,520
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1010,557
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1079,585
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1155,609
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1210,651
