Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,96,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,193,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,292,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,390,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,490,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,588,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,684,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,781,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,879,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,977,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1073,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1171,0
