Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,167,317
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,324,648
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,476,986
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,627,1320
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,796,1636
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,951,1975
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1123,2290
