Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,130,64
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,270,120
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,394,192
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,529,254
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,659,318
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,794,380
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,916,454
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1042,525
