Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,40,82
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,85,157
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,125,237
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,162,323
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,199,409
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,241,489
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,277,579
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,324,652
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,367,731
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,409,808
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,452,888
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,500,964
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,538,1049
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,575,1133
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,613,1218
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,652,1298
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,684,1387
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,728,1462
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,780,1529
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,818,1612
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,863,1690
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,904,1771
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,958,1839
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,998,1920
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1039,2000
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1074,2089
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1120,2163
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1162,2243
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1186,2338
