Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,97,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,193,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,289,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,387,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,484,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,584,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,682,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,779,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,877,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,976,0
