Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,149,331
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,312,653
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,477,972
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,636,1300
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,803,1617
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,966,1941
