Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,128,65
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,263,129
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,395,189
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,525,253
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,667,307
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,809,360
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,937,429
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1066,498
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1205,554
