Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,2,181,303
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,365,599
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,2,546,906
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,2,728,1218
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,910,1524
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1096,1811
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1269,2122
