Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,9,181,289
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,9,361,586
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,10,537,898
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,9,716,1200
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,9,905,1498
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,10,1083,1799
