Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,193,287
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,389,581
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,585,878
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,768,1183
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,963,1478
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1150,1776
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1334,2086
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1524,2377
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1720,2670
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1915,2960
