Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,67,29
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,129,62
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,191,98
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,258,128
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,330,151
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,386,192
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,454,225
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,514,261
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,580,292
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,632,339
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,688,380
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,761,405
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,820,442
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,887,474
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,956,503
